City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
262,manhuacu,-20.2581,-42.0336,23.6,79,100,1.93,BR,1707410885
263,turkmenbasy,40.0222,52.9552,13.43,54,0,8.75,TM,1707410885
264,yukhnov,54.7444,35.2297,-12.57,93,100,3.39,RU,1707410885
265,mossel bay,-34.1831,22.146,21.96,70,13,3.76,ZA,1707410885
266,kirakira,-10.4544,161.9205,27.72,82,100,7.56,SB,1707410885
267,flying fish cove,-10.4217,105.6791,26.82,83,75,2.57,CX,1707410885
268,waat,51.1454,6.4958,13.32,93,100,1.54,DE,1707410886
269,arraial do cabo,-22.9661,-42.0278,32.98,70,20,5.66,BR,1707410886
270,bafata,12.1667,-14.75,41.44,6,74,2.46,GW,1707410886
271,tallahassee,30.4383,-84.2807,19.44,61,20,4.12,US,1707410733
272,marshall,34.3834,-86.3333,12.39,53,0,3.09,US,1707410886
273,lamu,-2.2717,40.902,27.3,84,0,6.84,KE,1707410886
274,burang,30.25,81.1667,-12.76,25,0,2.77,CN,1707410886
275,fada,9.5667,8.3,31.88,14,6,1.73,NG,1707410887
276,lindley,-27.8791,27.9135,27.27,22,99,3.92,ZA,1707410887
277,kursk,51.7303,36.1939,-5.89,73,0,4.02,RU,1707410682
278,rebrikha,53.0733,82.3408,-3.33,90,100,6.95,RU,1707410887
279,tenno,39.9,139.9667,2.87,54,100,4.74,JP,1707410887
280,prospect,-34.8824,138.5933,16.83,68,0,4.12,AU,1707410887
281,susuman,62.7833,148.1667,-37.28,100,91,1.18,RU,1707410887
282,puerto colombia,10.9878,-74.9547,29.05,66,76,7.5,CO,1707410888
283,twon-brass,4.3151,6.2418,28.33,76,100,6.36,NG,1707410888
284,rantepao,-2.9701,119.8978,20.14,96,89,1.12,ID,1707410888
285,bossangoa,6.4926,17.4552,30.78,17,11,1.11,CF,1707410888
286,coronel dorrego,-38.7187,-61.2873,32.45,43,94,4.05,AR,1707410888
287,cabo san lucas,22.8909,-109.9124,22.51,61,100,0.45,MX,1707410866
288,argo,37.6333,22.7333,12.66,68,17,1.43,GR,1707410889
289,hamilton,39.1834,-84.5333,14.49,45,0,7.72,US,1707410732
290,karratha,-20.7377,116.8463,29.67,56,6,3.52,AU,1707410889
291,tofol,5.3248,163.0078,27.77,70,100,8.86,FM,1707410889
292,northam,51.0333,-4.2167,11.45,96,100,7.89,GB,1707410889
293,zaozersk,69.4005,32.4476,-25.66,100,45,2.12,RU,1707410889
294,wakkanai,45.4094,141.6739,-5.51,80,100,3.58,JP,1707410890
295,aldinga beach,-35.2793,138.4604,17.07,83,2,6.09,AU,1707410890
296,carnarvon,-24.8667,113.6333,25.1,77,0,4.6,AU,1707410890
297,cidade velha,14.9167,-23.6167,29.26,42,0,8.23,CV,1707410890
298,chios,38.3678,26.1358,16.92,72,40,5.14,GR,1707410890
299,kismayo,-0.3582,42.5454,27.17,85,10,7.43,SO,1707410890
300,negara,-8.3151,114.6025,25.45,91,87,1.61,ID,1707410891
301,jamestown,42.097,-79.2353,9.77,48,0,3.09,US,1707410643
